"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 23 13:56:48 GMT 2025","Fri May 23 13:56:49 GMT 2025","676","tests","test_user","TestUser","","","Creating random user",""
